num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Mobile,RoundTrip,35,5,17,Tue,PENTPE,Malaysia,1,1,1,4.67,0
1,Internet,RoundTrip,47,5,20,Wed,PENTPE,Malaysia,1,1,1,4.67,0
1,Internet,RoundTrip,81,5,2,Wed,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,6,5,2,Thu,PENTPE,Hong Kong,0,0,0,4.67,0
1,Mobile,RoundTrip,167,5,14,Thu,PENTPE,Singapore,0,1,0,4.67,0
1,Internet,RoundTrip,38,5,15,Fri,PENTPE,Saudi Arabia,1,1,1,4.67,0
2,Internet,RoundTrip,27,5,3,Sun,PENTPE,Malaysia,1,1,1,4.67,0
1,Internet,RoundTrip,5,5,3,Mon,PENTPE,Malaysia,0,0,0,4.67,0
3,Mobile,RoundTrip,22,5,8,Wed,PENTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,5,5,16,Thu,PENTPE,Malaysia,0,0,0,4.67,0
3,Internet,RoundTrip,55,5,2,Thu,PENTPE,Taiwan,1,0,0,4.67,0
3,Internet,RoundTrip,78,5,7,Wed,PENTPE,Malaysia,1,0,1,4.67,0
2,Mobile,RoundTrip,11,5,17,Thu,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,9,5,17,Tue,PENTPE,Malaysia,0,0,0,4.67,0
1,Mobile,RoundTrip,13,5,12,Fri,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,39,5,8,Mon,PENTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,47,5,22,Wed,PENTPE,Malaysia,0,1,1,4.67,0
1,Internet,RoundTrip,31,5,5,Sun,PENTPE,Malaysia,0,0,0,4.67,0
3,Internet,RoundTrip,54,5,7,Fri,PENTPE,Malaysia,0,0,0,4.67,0
1,Internet,RoundTrip,6,5,15,Sun,PENTPE,Malaysia,0,0,0,4.67,0
1,Mobile,RoundTrip,16,5,7,Wed,PENWUH,Malaysia,0,1,0,5.13,0
1,Internet,RoundTrip,12,5,9,Sun,PENXIY,China,0,0,0,5.0,0
1,Internet,RoundTrip,128,5,13,Mon,PENXIY,Malaysia,1,0,1,5.0,0
2,Internet,RoundTrip,193,5,2,Sat,PENXIY,Australia,1,0,0,5.0,0
1,Internet,RoundTrip,189,5,10,Wed,PENXIY,Malaysia,0,0,1,5.0,0
1,Internet,RoundTrip,14,5,12,Thu,PERPNH,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,173,5,4,Thu,PERPNH,Australia,0,1,0,5.62,0
1,Mobile,RoundTrip,21,5,5,Fri,PERPNH,Indonesia,0,1,0,5.62,0
1,Internet,RoundTrip,5,5,12,Thu,PERPNH,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,15,5,12,Wed,PERPNH,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,9,5,12,Wed,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,15,5,17,Tue,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,36,5,9,Sat,PERPNH,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,16,5,6,Sun,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,20,5,10,Thu,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,16,5,17,Sun,PERPNH,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,243,5,5,Thu,PERPNH,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,30,5,7,Fri,PERPNH,Australia,1,1,1,5.62,0
2,Mobile,RoundTrip,28,5,22,Fri,PERPNH,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,10,5,6,Sun,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,50,5,11,Tue,PERPNH,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,180,5,19,Thu,PERPNH,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,1,5,11,Thu,PERPNH,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,21,5,7,Wed,PERPNH,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,1,5,4,Wed,PERPNH,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,26,5,14,Wed,PERPNH,Cambodia,0,0,1,5.62,0
1,Internet,RoundTrip,5,5,9,Thu,PERPNH,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,54,5,16,Sun,PERPNH,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,14,5,1,Wed,PERPNH,Malaysia,0,1,0,5.62,0
1,Internet,RoundTrip,5,5,23,Wed,PERPNH,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,4,5,13,Wed,PERPNH,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,21,5,1,Thu,PERPNH,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,8,5,4,Tue,PERPNH,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,18,5,12,Fri,PERPNH,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,50,5,13,Sat,PERPNH,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,20,5,7,Thu,PERPNH,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,14,5,0,Wed,PERPNH,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,41,5,3,Wed,PERPNH,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,20,5,10,Wed,PERPNH,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,125,5,5,Mon,PERPUS,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,104,5,5,Wed,PERPUS,Australia,0,0,0,6.33,0
1,Internet,RoundTrip,83,5,4,Mon,PERPUS,Australia,1,0,0,6.33,0
2,Internet,RoundTrip,76,5,14,Fri,PERPVG,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,15,5,11,Tue,PERPVG,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,17,5,2,Mon,PERPVG,Singapore,0,0,0,5.62,0
1,Mobile,RoundTrip,1,5,8,Sun,PERPVG,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,1,5,3,Fri,PERPVG,China,0,0,0,5.62,0
1,Mobile,RoundTrip,24,5,13,Sat,PERPVG,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,13,5,11,Wed,PERPVG,Australia,0,0,0,5.62,0
2,Mobile,RoundTrip,38,5,6,Sun,PERPVG,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,137,5,10,Mon,PERREP,Cambodia,1,1,1,5.62,0
1,Internet,RoundTrip,6,5,20,Thu,PERREP,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,3,5,8,Sun,PERREP,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,35,5,4,Tue,PERREP,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,8,5,10,Tue,PERREP,Indonesia,0,0,0,5.62,0
1,Internet,RoundTrip,37,5,1,Tue,PERREP,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,104,5,1,Thu,PERREP,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,16,5,10,Mon,PERREP,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,169,5,15,Sun,PERREP,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,63,5,12,Fri,PERREP,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,13,5,12,Mon,PERRGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,35,5,7,Tue,PERRGN,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,148,5,13,Wed,PERRGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,5,5,7,Tue,PERRGN,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,223,5,8,Thu,PERSBW,Malaysia,1,0,0,5.62,0
2,Internet,RoundTrip,205,5,5,Mon,PERSBW,Malaysia,0,0,0,5.62,0
3,Internet,RoundTrip,137,5,12,Sun,PERSBW,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,106,5,23,Mon,PERSBW,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,127,5,3,Mon,PERSBW,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,69,5,3,Tue,PERSBW,Malaysia,1,1,0,5.62,0
2,Internet,RoundTrip,126,5,7,Sat,PERSBW,Malaysia,1,1,0,5.62,0
2,Internet,RoundTrip,16,5,13,Tue,PERSBW,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,69,5,10,Fri,PERSBW,Malaysia,1,1,0,5.62,0
1,Internet,RoundTrip,40,5,14,Mon,PERSBW,Malaysia,0,0,0,5.62,0
1,Internet,RoundTrip,41,5,1,Sat,PERSBW,Malaysia,1,1,0,5.62,0
1,Internet,RoundTrip,95,5,15,Tue,PERSDK,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,171,5,6,Sat,PERSDK,Australia,0,1,0,5.62,0
1,Mobile,RoundTrip,23,5,8,Tue,PERSGN,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,50,5,9,Wed,PERSGN,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,129,5,6,Mon,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,52,5,20,Sun,PERSGN,Australia,1,1,0,5.62,0
2,Mobile,RoundTrip,45,5,8,Wed,PERSGN,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,49,5,11,Thu,PERSGN,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,48,5,7,Fri,PERSGN,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,63,5,4,Fri,PERSGN,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,2,5,4,Fri,PERSGN,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,17,5,15,Wed,PERSGN,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,29,5,6,Mon,PERSGN,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,20,5,1,Fri,PERSGN,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,24,5,1,Sun,PERSGN,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,31,5,2,Sat,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,135,5,9,Sun,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,37,5,2,Tue,PERSGN,Indonesia,0,0,0,5.62,0
1,Internet,RoundTrip,7,5,15,Thu,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,32,5,14,Sat,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,32,5,13,Sun,PERSGN,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,5,5,12,Sun,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,135,5,10,Sun,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,46,5,23,Sat,PERSGN,Australia,1,1,0,5.62,0
2,Internet,RoundTrip,48,5,11,Thu,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,30,5,5,Tue,PERSGN,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,8,5,11,Tue,PERSGN,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,215,5,8,Thu,PERSGN,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,0,5,2,Mon,PERSGN,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,73,5,20,Sun,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,33,5,10,Fri,PERSGN,Australia,0,1,1,5.62,0
2,Internet,RoundTrip,33,5,9,Thu,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,5,5,8,Thu,PERSGN,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,11,5,9,Sun,PERSGN,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,240,5,6,Sun,PERSGN,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,134,5,3,Fri,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,106,5,3,Thu,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,158,5,3,Fri,PERSGN,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,1,5,12,Wed,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,54,5,10,Fri,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,57,5,23,Tue,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,19,5,11,Thu,PERSGN,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,1,5,8,Wed,PERSGN,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,72,5,10,Sat,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,12,5,6,Fri,PERSGN,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,19,5,0,Thu,PERSGN,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,32,5,14,Wed,PERSGN,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,137,5,10,Sat,PERSGN,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,3,5,6,Tue,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,19,5,3,Thu,PERSGN,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,86,5,4,Mon,PERSGN,Malaysia,1,1,1,5.62,0
2,Internet,RoundTrip,88,5,0,Fri,PERSIN,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,20,5,23,Mon,PERSIN,Singapore,1,0,0,5.62,0
1,Internet,RoundTrip,21,5,12,Wed,PERSIN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,99,5,1,Tue,PERSIN,Australia,0,0,1,5.62,0
2,Internet,RoundTrip,6,5,10,Sun,PERSIN,Singapore,1,1,0,5.62,0
1,Internet,RoundTrip,0,5,8,Mon,PERSUB,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,54,5,10,Fri,PERSZX,Australia,0,0,1,5.62,0
3,Internet,RoundTrip,21,5,2,Fri,PERTPE,Taiwan,1,0,0,5.62,0
3,Internet,RoundTrip,72,5,7,Wed,PERTPE,Taiwan,1,0,0,5.62,0
1,Internet,RoundTrip,45,5,16,Tue,PERTPE,Taiwan,1,1,1,5.62,0
1,Internet,RoundTrip,35,5,12,Tue,PERTPE,China,1,0,0,5.62,0
1,Internet,RoundTrip,10,5,11,Sun,PERTPE,Australia,0,0,1,5.62,0
3,Internet,RoundTrip,50,5,10,Thu,PERTPE,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,64,5,9,Mon,PERTPE,Taiwan,0,0,0,5.62,0
1,Internet,RoundTrip,10,5,19,Sun,PERTPE,Taiwan,1,1,1,5.62,0
1,Internet,RoundTrip,26,5,22,Fri,PERTPE,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,2,5,8,Fri,PERTPE,Taiwan,0,0,0,5.62,0
1,Internet,RoundTrip,20,5,8,Mon,PERTPE,Australia,1,0,1,5.62,0
3,Internet,RoundTrip,95,5,16,Sat,PERTPE,Taiwan,0,0,1,5.62,0
1,Internet,RoundTrip,10,5,14,Tue,PERTPE,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,30,5,8,Sun,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,54,5,16,Thu,PERTPE,Taiwan,1,0,1,5.62,0
1,Internet,RoundTrip,23,5,14,Mon,PERTPE,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,6,5,9,Mon,PERTPE,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,31,5,9,Sat,PERTPE,Australia,1,1,0,5.62,0
3,Internet,RoundTrip,75,5,12,Fri,PERTPE,Taiwan,1,1,1,5.62,0
1,Internet,RoundTrip,35,5,9,Wed,PERTPE,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,4,5,9,Mon,PERTPE,Taiwan,0,0,0,5.62,0
1,Internet,RoundTrip,5,5,5,Tue,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,34,5,14,Thu,PERTRZ,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,20,5,7,Mon,PERTRZ,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,108,5,12,Wed,PERTRZ,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,24,5,10,Sun,PERTRZ,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,20,5,5,Fri,PERTWU,Australia,1,0,0,5.62,0
2,Mobile,RoundTrip,76,5,2,Fri,PERTWU,Malaysia,1,0,1,5.62,0
1,Internet,RoundTrip,10,5,13,Sat,PERUTP,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,16,5,23,Sun,PERUTP,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,33,5,10,Thu,PERUTP,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,13,5,10,Wed,PERUTP,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,35,5,10,Tue,PERUTP,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,151,5,9,Fri,PERUTP,Australia,0,1,0,5.62,0
1,Mobile,RoundTrip,59,5,20,Sat,PERUTP,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,32,5,10,Fri,PERUTP,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,143,5,20,Sat,PERUTP,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,15,5,13,Mon,PERUTP,Australia,0,1,0,5.62,0
1,Mobile,RoundTrip,19,5,14,Wed,PNHSYD,United States,0,0,0,8.58,0
1,Internet,RoundTrip,33,5,11,Fri,PNHSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,60,5,7,Sat,PNHSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,89,5,13,Sat,PNHSYD,France,0,0,0,8.58,0
1,Internet,RoundTrip,22,5,13,Thu,PNHTPE,Cambodia,0,0,0,4.67,0
2,Internet,RoundTrip,79,5,16,Mon,PNKTPE,Taiwan,1,1,1,4.67,0
1,Internet,RoundTrip,40,5,11,Wed,PUSRGN,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,234,5,1,Thu,PUSSBW,Malaysia,1,0,0,6.33,0
1,Internet,RoundTrip,17,5,17,Fri,PUSSIN,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,158,5,10,Thu,PUSSIN,South Korea,0,0,1,6.33,0
1,Internet,RoundTrip,89,5,13,Thu,PUSSIN,Singapore,0,0,0,6.33,0
3,Internet,RoundTrip,95,5,7,Mon,PUSSIN,South Korea,1,0,0,6.33,0
3,Internet,RoundTrip,54,5,13,Sun,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,20,5,5,Mon,PUSSIN,Singapore,0,0,0,6.33,0
1,Internet,RoundTrip,26,5,2,Thu,PUSSIN,Singapore,1,1,0,6.33,0
1,Internet,RoundTrip,106,5,6,Sun,PUSSIN,South Korea,1,1,0,6.33,0
2,Internet,RoundTrip,171,5,13,Thu,PUSSIN,Singapore,0,0,1,6.33,0
1,Internet,RoundTrip,34,5,6,Tue,PUSSIN,South Korea,0,0,0,6.33,0
2,Internet,RoundTrip,32,5,14,Thu,PUSSIN,South Korea,1,1,0,6.33,0
1,Internet,RoundTrip,34,5,2,Sat,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,34,5,21,Wed,PUSSIN,Singapore,1,1,1,6.33,0
1,Internet,RoundTrip,29,5,2,Thu,PUSSIN,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,97,5,9,Tue,PUSSIN,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,23,5,3,Tue,PUSSIN,South Korea,0,0,0,6.33,0
1,Internet,RoundTrip,31,5,23,Thu,PUSSIN,United Kingdom,0,0,0,6.33,0
1,Internet,RoundTrip,3,5,7,Thu,PUSSIN,Singapore,0,0,0,6.33,0
2,Internet,RoundTrip,64,5,13,Wed,PUSSIN,South Korea,0,0,0,6.33,0
2,Internet,RoundTrip,16,5,14,Sat,PUSSIN,South Korea,1,0,1,6.33,0
2,Internet,RoundTrip,29,5,8,Thu,PUSSYD,South Korea,0,0,1,8.58,0
2,Internet,RoundTrip,20,5,5,Tue,PUSSYD,South Korea,1,0,0,8.58,0
1,Mobile,RoundTrip,36,5,12,Sat,PUSSYD,Australia,0,0,0,8.58,0
2,Mobile,RoundTrip,112,5,14,Mon,PUSSYD,South Korea,1,0,1,8.58,0
2,Internet,RoundTrip,56,5,11,Mon,PUSSYD,South Korea,1,0,0,8.58,0
1,Mobile,RoundTrip,26,5,12,Sun,PUSSYD,South Korea,0,0,0,8.58,0
1,Internet,RoundTrip,66,5,7,Fri,PUSSYD,South Korea,0,1,1,8.58,0
1,Internet,RoundTrip,24,5,1,Sat,PUSSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,138,5,4,Wed,PUSSYD,South Korea,0,1,1,8.58,0
3,Internet,RoundTrip,35,5,13,Mon,PUSSYD,South Korea,1,1,1,8.58,0
1,Internet,RoundTrip,35,5,13,Mon,PUSSYD,South Korea,0,1,1,8.58,0
2,Mobile,RoundTrip,172,5,1,Sat,PVGREP,China,0,0,0,5.33,0
1,Mobile,RoundTrip,54,5,15,Sat,PVGREP,China,0,0,0,5.33,0
1,Internet,RoundTrip,74,5,15,Fri,PVGRGN,Myanmar (Burma),1,1,1,5.33,0
3,Mobile,RoundTrip,113,5,4,Wed,PVGSIN,China,1,0,0,5.33,0
1,Internet,RoundTrip,53,5,10,Sat,PVGSIN,China,0,0,1,5.33,0
3,Internet,RoundTrip,68,5,8,Thu,PVGSIN,China,0,0,0,5.33,0
2,Mobile,RoundTrip,172,5,3,Mon,PVGSIN,China,1,0,1,5.33,0
2,Internet,RoundTrip,49,5,4,Wed,PVGSIN,China,1,0,0,5.33,0
1,Internet,RoundTrip,37,5,15,Wed,PVGSIN,China,0,0,0,5.33,0
1,Internet,RoundTrip,17,5,13,Thu,PVGSIN,United Kingdom,0,0,0,5.33,0
2,Mobile,RoundTrip,48,5,14,Sun,PVGSIN,China,0,0,0,5.33,0
1,Mobile,RoundTrip,39,5,15,Fri,PVGSIN,China,1,0,0,5.33,0
1,Internet,RoundTrip,6,5,4,Wed,PVGSIN,Singapore,0,0,0,5.33,0
2,Internet,RoundTrip,191,5,3,Mon,PVGSIN,Hong Kong,0,0,0,5.33,0
2,Mobile,RoundTrip,165,5,12,Mon,PVGSIN,China,1,0,1,5.33,0
1,Mobile,RoundTrip,65,5,10,Tue,PVGSIN,China,0,0,0,5.33,0
1,Mobile,RoundTrip,59,5,16,Sat,PVGSUB,Indonesia,0,0,0,5.33,0
1,Internet,RoundTrip,4,5,11,Tue,PVGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,21,5,12,Thu,PVGSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,50,5,12,Tue,PVGSYD,Australia,0,0,1,8.58,0
2,Mobile,RoundTrip,28,5,3,Sat,PVGTGG,China,1,0,0,5.33,0
1,Internet,RoundTrip,59,5,5,Thu,PVGTGG,China,1,0,0,5.33,0
1,Internet,RoundTrip,61,5,6,Tue,PVGTGG,China,0,0,0,5.33,0
1,Internet,RoundTrip,59,5,7,Sun,PVGTGG,(not set),1,1,1,5.33,0
1,Internet,RoundTrip,32,5,17,Thu,PVGTWU,China,1,0,1,5.33,0
2,Internet,RoundTrip,68,5,11,Sun,PVGTWU,China,1,0,0,5.33,0
1,Mobile,RoundTrip,9,5,5,Sat,PVGTWU,China,0,0,0,5.33,0
1,Internet,RoundTrip,77,5,5,Fri,PVGTWU,China,0,0,0,5.33,0
1,Internet,RoundTrip,62,5,9,Wed,PVGTWU,China,1,0,0,5.33,0
1,Internet,RoundTrip,51,5,9,Thu,PVGTWU,China,1,0,0,5.33,0
2,Internet,RoundTrip,104,5,9,Fri,PVGTWU,China,1,0,0,5.33,0
2,Internet,RoundTrip,39,5,6,Sun,PVGTWU,China,0,0,0,5.33,0
1,Mobile,RoundTrip,226,5,16,Sat,PVGTWU,Malaysia,0,0,0,5.33,0
1,Mobile,RoundTrip,29,5,13,Tue,PVGTWU,China,0,1,0,5.33,0
2,Internet,RoundTrip,50,5,1,Mon,PVGTWU,China,1,1,1,5.33,0
1,Mobile,RoundTrip,47,5,8,Fri,PVGTWU,China,0,0,0,5.33,0
2,Internet,RoundTrip,78,5,6,Thu,PVGTWU,China,1,0,0,5.33,0
3,Internet,RoundTrip,101,5,4,Sat,PVGTWU,China,1,0,0,5.33,0
1,Internet,RoundTrip,119,5,4,Wed,PVGTWU,China,0,0,0,5.33,0
1,Internet,RoundTrip,8,5,3,Mon,PVGTWU,China,0,0,0,5.33,0
3,Internet,RoundTrip,193,5,12,Mon,PVGTWU,China,1,0,0,5.33,0
1,Internet,RoundTrip,18,5,14,Sat,PVGTWU,China,0,0,0,5.33,0
1,Internet,RoundTrip,5,5,5,Fri,PVGTWU,China,0,1,1,5.33,0
3,Internet,RoundTrip,69,5,9,Fri,PVGTWU,United States,0,0,0,5.33,0
2,Internet,RoundTrip,152,5,6,Tue,PVGTWU,China,1,0,0,5.33,0
1,Internet,RoundTrip,32,5,15,Wed,PVGTWU,China,1,0,0,5.33,0
2,Internet,RoundTrip,116,5,6,Wed,PVGURT,China,1,0,0,5.33,0
1,Internet,RoundTrip,1,5,4,Mon,PVGURT,China,1,0,0,5.33,0
2,Internet,RoundTrip,68,5,21,Mon,REPSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,7,5,2,Thu,REPSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,18,5,4,Sun,REPSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,43,5,2,Thu,REPSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,42,5,3,Thu,REPSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,14,5,2,Fri,REPSYD,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,107,5,1,Fri,REPSYD,Australia,0,1,1,8.58,0
2,Internet,RoundTrip,144,5,10,Wed,REPSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,58,5,21,Sun,REPSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,128,5,5,Wed,REPTPE,Taiwan,0,0,0,4.67,0
3,Internet,RoundTrip,75,5,3,Sat,REPTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,24,5,10,Wed,REPTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,14,5,2,Tue,REPTPE,Japan,1,0,0,4.67,0
1,Internet,RoundTrip,73,5,14,Mon,REPTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,79,5,5,Tue,REPTPE,Taiwan,0,0,1,4.67,0
2,Internet,RoundTrip,64,5,13,Tue,REPTPE,Taiwan,1,1,0,4.67,0
1,Internet,RoundTrip,121,5,13,Tue,REPTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,65,5,14,Mon,REPTPE,Taiwan,1,1,1,4.67,0
2,Internet,RoundTrip,72,5,23,Wed,REPTPE,Taiwan,1,1,1,4.67,0
1,Mobile,RoundTrip,68,5,12,Sat,REPTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,45,5,3,Wed,REPTPE,United States,0,0,0,4.67,0
1,Mobile,RoundTrip,35,5,0,Thu,REPTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,95,5,9,Sun,REPTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,138,5,14,Thu,REPTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,34,5,6,Wed,REPTPE,Taiwan,0,0,0,4.67,0
